C1	C2	C3	C4	C5	C6	Score	IID	ID
2:1:38	2	1	38	NA	NA	0.000171625	"1086"	AT1G47640
2:1:39	2	1	39	NA	NA	0.000171625	"5694"	AT4G30810
2:1:40	2	1	40	NA	NA	0.000171624	"6941"	AT5G39990
2:1:41	2	1	41	NA	NA	0.000171624	"6816"	AT5G35160
2:1:42	2	1	42	NA	NA	0.000114416	"3281"	AT2G47600
2:1:43	2	1	43	NA	NA	0.000114416	"3017"	AT2G38840
2:1:44	2	1	44	NA	NA	0.000114416	"1515"	AT1G63690
2:1:45	2	1	45	NA	NA	0.000114416	"4923"	AT4G03560
2:1:46	2	1	46	NA	NA	5.72083e-05	"2732"	AT2G29090
2:1:47	2	1	47	NA	NA	5.72083e-05	"7245"	AT5G50200
2:1:48	2	1	48	NA	NA	5.72082e-05	"1702"	AT1G70300
2:1:49	2	1	49	NA	NA	5.72082e-05	"4331"	AT3G47800
2:1:50	2	1	50	NA	NA	5.72081e-05	"3933"	AT3G21630
2:1:51	2	1	51	NA	NA	5.72081e-05	"4186"	AT3G30390
2:1:52	2	1	52	NA	NA	5.72081e-05	"4400"	AT3G49845
2:1:53	2	1	53	NA	NA	5.72081e-05	"5761"	AT4G32940
2:2:1	2	2	1	NA	NA	0.00177346	"4132"	AT3G27390
2:2:2	2	2	2	NA	NA	0.00171625	"6655"	AT5G23630
2:2:3	2	2	3	NA	NA	0.001373	"469"	AT1G15690
2:2:4	2	2	4	NA	NA	0.00131579	"347"	AT1G11910
2:2:5	2	2	5	NA	NA	0.00102975	"779"	AT1G26850
2:2:6	2	2	6	NA	NA	0.000800915	"4847"	AT4G01320
2:2:7	2	2	7	NA	NA	0.000743707	"1377"	AT1G58360
2:2:8	2	2	8	NA	NA	0.000686499	"2653"	AT2G26330
2:2:9	2	2	9	NA	NA	0.000686498	"4099"	AT3G26720
2:2:10	2	2	10	NA	NA	0.000629291	"931"	AT1G32090
2:2:11	2	2	11	NA	NA	0.00062929	"2063"	AT2G01970
2:2:12	2	2	12	NA	NA	0.000572082	"875"	AT1G30400
2:2:13	2	2	13	NA	NA	0.000572082	"7558"	AT5G60920
2:2:14	2	2	14	NA	NA	0.000514874	"7744"	AT5G66680
2:2:15	2	2	15	NA	NA	0.000514874	"7761"	AT5G67130
2:2:16	2	2	16	NA	NA	0.000457666	"5944"	AT4G38350
2:2:17	2	2	17	NA	NA	0.000400457	"1610"	AT1G67120
2:2:18	2	2	18	NA	NA	0.000400457	"6546"	AT5G18900
2:2:19	2	2	19	NA	NA	0.000400457	"4606"	AT3G56310
2:2:20	2	2	20	NA	NA	0.000400457	"3100"	AT2G41700
2:2:21	2	2	21	NA	NA	0.000343249	"298"	AT1G10130
2:2:22	2	2	22	NA	NA	0.000343249	"1464"	AT1G62290
2:2:23	2	2	23	NA	NA	0.000343249	"1850"	AT1G75220
2:2:24	2	2	24	NA	NA	0.000343249	"229"	AT1G08450
2:2:25	2	2	25	NA	NA	0.000286041	"5174"	AT4G14360
2:2:26	2	2	26	NA	NA	0.000228833	"4728"	AT3G60800
2:2:27	2	2	27	NA	NA	0.000228833	"5044"	AT4G10360
2:2:28	2	2	28	NA	NA	0.000228833	"4141"	AT3G27770
2:2:29	2	2	29	NA	NA	0.000171625	"7001"	AT5G42092
2:2:30	2	2	30	NA	NA	0.000171624	"6702"	AT5G25460
2:2:31	2	2	31	NA	NA	0.000171624	"6015"	AT5G01460
2:2:32	2	2	32	NA	NA	0.000171624	"356"	AT1G12110
2:2:33	2	2	33	NA	NA	0.000171624	"1372"	AT1G58250
2:2:34	2	2	34	NA	NA	0.000114417	"4742"	AT3G61130
2:2:35	2	2	35	NA	NA	0.000114416	"281"	AT1G09870
2:2:36	2	2	36	NA	NA	0.000114416	"1767"	AT1G72480
2:2:37	2	2	37	NA	NA	0.000114416	"4952"	AT4G04970
2:2:38	2	2	38	NA	NA	0.000114416	"6634"	AT5G22830
2:2:39	2	2	39	NA	NA	5.72084e-05	"5308"	AT4G18140
2:2:40	2	2	40	NA	NA	5.72083e-05	"617"	AT1G21070
2:2:41	2	2	41	NA	NA	5.72083e-05	"2808"	AT2G31955
2:2:42	2	2	42	NA	NA	5.72082e-05	"1027"	AT1G36980
2:2:43	2	2	43	NA	NA	5.72082e-05	"4996"	AT4G08900
2:2:44	2	2	44	NA	NA	5.72082e-05	"841"	AT1G29330
2:2:45	2	2	45	NA	NA	5.72082e-05	"5888"	AT4G36480
2:2:46	2	2	46	NA	NA	5.72081e-05	"1211"	AT1G51940
2:2:47	2	2	47	NA	NA	5.72081e-05	"2663"	AT2G26680
2:2:48	2	2	48	NA	NA	5.72081e-05	"30"	AT1G02080
2:2:49	2	2	49	NA	NA	5.72081e-05	"3787"	AT3G16830
2:2:50	2	2	50	NA	NA	5.72081e-05	"3861"	AT3G19170
2:2:51	2	2	51	NA	NA	5.72081e-05	"4006"	AT3G23750
2:2:52	2	2	52	NA	NA	5.72081e-05	"5750"	AT4G32600
2:2:53	2	2	53	NA	NA	5.72081e-05	"7759"	AT5G67060
2:3:1	2	3	1	NA	NA	0.00177345	"321"	AT1G10950
2:3:2	2	3	2	NA	NA	0.00165904	"1364"	AT1G58030
2:3:3	2	3	3	NA	NA	0.00131579	"4767"	AT3G62360
2:3:4	2	3	4	NA	NA	0.00102975	"874"	AT1G30360
2:3:5	2	3	5	NA	NA	0.000915331	"981"	AT1G34130
2:3:6	2	3	6	NA	NA	0.000800915	"6736"	AT5G26860
2:3:7	2	3	7	NA	NA	0.000800915	"6604"	AT5G20950
2:3:8	2	3	8	NA	NA	0.000686499	"6810"	AT5G34850
2:3:9	2	3	9	NA	NA	0.000686499	"5260"	AT4G16650
2:3:10	2	3	10	NA	NA	0.00062929	"239"	AT1G08750
2:3:11	2	3	11	NA	NA	0.000514874	"945"	AT1G32400
2:3:12	2	3	12	NA	NA	0.000457665	"4922"	AT4G03550
2:3:13	2	3	13	NA	NA	0.000457665	"7364"	AT5G54440
2:3:14	2	3	14	NA	NA	0.000400457	"1988"	AT1G79560
2:3:15	2	3	15	NA	NA	0.000400457	"4111"	AT3G27020
2:3:16	2	3	16	NA	NA	0.000343249	"1445"	AT1G61670
2:3:17	2	3	17	NA	NA	0.000343249	"876"	AT1G30450
2:3:18	2	3	18	NA	NA	0.000286041	"5246"	AT4G16180
2:3:19	2	3	19	NA	NA	0.000286041	"5524"	AT4G25640
2:3:20	2	3	20	NA	NA	0.000228833	"2909"	AT2G35610
2:3:21	2	3	21	NA	NA	0.000228833	"1555"	AT1G65020
2:3:22	2	3	22	NA	NA	0.000171624	"7549"	AT5G60640
2:3:23	2	3	23	NA	NA	0.000171624	"3906"	AT3G20820
2:3:24	2	3	24	NA	NA	0.000114417	"2731"	AT2G29080
2:3:25	2	3	25	NA	NA	0.000114417	"2312"	AT2G14740
2:3:26	2	3	26	NA	NA	0.000114416	"1017"	AT1G36050
2:3:27	2	3	27	NA	NA	0.000114416	"5658"	AT4G29680
2:3:28	2	3	28	NA	NA	0.000114416	"1199"	AT1G51630
2:3:29	2	3	29	NA	NA	0.000114416	"342"	AT1G11680
2:3:30	2	3	30	NA	NA	0.000114416	"3991"	AT3G23300
2:3:31	2	3	31	NA	NA	0.000114416	"2820"	AT2G32415
2:3:32	2	3	32	NA	NA	5.72083e-05	"459"	AT1G15240
2:3:33	2	3	33	NA	NA	5.72083e-05	"5951"	AT4G38640
2:3:34	2	3	34	NA	NA	5.72082e-05	"3408"	AT3G04580
2:3:35	2	3	35	NA	NA	5.72081e-05	"2122"	AT2G04350
2:3:36	2	3	36	NA	NA	5.72081e-05	"2894"	AT2G35110
2:3:37	2	3	37	NA	NA	5.72081e-05	"3877"	AT3G19790
2:3:38	2	3	38	NA	NA	5.72081e-05	"1257"	AT1G53730
2:3:39	2	3	39	NA	NA	5.72081e-05	"2074"	AT2G02220
2:3:40	2	3	40	NA	NA	5.72081e-05	"3580"	AT3G10810
2:3:41	2	3	41	NA	NA	5.72081e-05	"4214"	AT3G43440
2:3:42	2	3	42	NA	NA	5.72081e-05	"5476"	AT4G24330
2:3:43	2	3	43	NA	NA	5.72081e-05	"5706"	AT4G31210
2:3:44	2	3	44	NA	NA	5.72081e-05	"6229"	AT5G08310
2:3:45	2	3	45	NA	NA	5.72081e-05	"6237"	AT5G08580
2:4:1	2	4	1	NA	NA	0.00160183	"4046"	AT3G25140
2:4:2	2	4	2	NA	NA	0.00125858	"3039"	AT2G39750
2:4:3	2	4	3	NA	NA	0.00120137	"544"	AT1G18260
2:4:4	2	4	4	NA	NA	0.00108696	"4454"	AT3G51550
2:4:5	2	4	5	NA	NA	0.00097254	"7000"	AT5G42090
2:4:6	2	4	6	NA	NA	0.000686498	"5147"	AT4G13750
2:4:7	2	4	7	NA	NA	0.00062929	"1733"	AT1G71220
2:4:8	2	4	8	NA	NA	0.00062929	"6536"	AT5G18520
2:4:9	2	4	9	NA	NA	0.000514873	"2002"	AT1G79940
2:4:10	2	4	10	NA	NA	0.000457665	"4128"	AT3G27325
2:4:11	2	4	11	NA	NA	0.000457665	"3311"	AT3G01380
2:4:12	2	4	12	NA	NA	0.000400457	"66"	AT1G03230
2:4:13	2	4	13	NA	NA	0.000400457	"3851"	AT3G18830
2:4:14	2	4	14	NA	NA	0.000400457	"1448"	AT1G61790
2:4:15	2	4	15	NA	NA	0.000286041	"6556"	AT5G19130
2:4:16	2	4	16	NA	NA	0.000286041	"846"	AT1G29470
2:4:17	2	4	17	NA	NA	0.000228833	"4848"	AT4G01330
2:4:18	2	4	18	NA	NA	0.000228833	"2710"	AT2G28290
2:4:19	2	4	19	NA	NA	0.000228833	"1371"	AT1G58235
2:4:20	2	4	20	NA	NA	0.000228833	"7059"	AT5G43460
2:4:21	2	4	21	NA	NA	0.000171625	"7592"	AT5G61790
2:4:22	2	4	22	NA	NA	0.000171625	"7100"	AT5G44790
2:4:23	2	4	23	NA	NA	0.000171625	"2508"	AT2G21190
2:4:24	2	4	24	NA	NA	0.000171624	"1080"	AT1G47530
2:4:25	2	4	25	NA	NA	0.000171624	"1749"	AT1G71900
2:4:26	2	4	26	NA	NA	0.000171624	"2401"	AT2G17760
2:4:27	2	4	27	NA	NA	0.000171624	"6363"	AT5G13000
2:4:28	2	4	28	NA	NA	0.000171624	"4596"	AT3G55830
2:4:29	2	4	29	NA	NA	0.000171624	"7192"	AT5G48380
2:4:30	2	4	30	NA	NA	0.000114417	"4490"	AT3G52500
2:4:31	2	4	31	NA	NA	0.000114416	"3681"	AT3G13410
2:4:32	2	4	32	NA	NA	0.000114416	"3009"	AT2G38650
2:4:33	2	4	33	NA	NA	0.000114416	"3567"	AT3G10410
2:4:34	2	4	34	NA	NA	0.000114416	"4439"	AT3G51050
2:4:35	2	4	35	NA	NA	0.000114416	"6122"	AT5G04870
2:4:36	2	4	36	NA	NA	0.000114416	"3954"	AT3G22330
2:4:37	2	4	37	NA	NA	0.000114416	"6618"	AT5G22070
2:4:38	2	4	38	NA	NA	0.000114416	"290"	AT1G09970
2:4:39	2	4	39	NA	NA	5.72084e-05	"2497"	AT2G20750
2:4:40	2	4	40	NA	NA	5.72083e-05	"1451"	AT1G61890
2:4:41	2	4	41	NA	NA	5.72082e-05	"2919"	AT2G35800
2:4:42	2	4	42	NA	NA	5.72082e-05	"4631"	AT3G57150
2:4:43	2	4	43	NA	NA	5.72082e-05	"4826"	AT4G00740
2:4:44	2	4	44	NA	NA	5.72081e-05	"6275"	AT5G10020
2:4:45	2	4	45	NA	NA	5.72081e-05	"1731"	AT1G71110
2:4:46	2	4	46	NA	NA	5.72081e-05	"3486"	AT3G07180
2:4:47	2	4	47	NA	NA	5.72081e-05	"3798"	AT3G17240
2:5:1	2	5	1	NA	NA	0.00062929	"5575"	AT4G26970
2:5:2	2	5	2	NA	NA	0.000457666	"6326"	AT5G11560
2:5:3	2	5	3	NA	NA	0.000400457	"3743"	AT3G15380
2:5:4	2	5	4	NA	NA	0.000343249	"6068"	AT5G03280
2:5:5	2	5	5	NA	NA	0.000228833	"4578"	AT3G55410
2:5:6	2	5	6	NA	NA	0.000171625	"7082"	AT5G44240
2:5:7	2	5	7	NA	NA	0.000171624	"3820"	AT3G17970
2:5:8	2	5	8	NA	NA	0.000114416	"3405"	AT3G04490
2:5:9	2	5	9	NA	NA	5.72083e-05	"6895"	AT5G38380
2:6:1	2	6	1	NA	NA	0.000629291	"6372"	AT5G13390
2:6:2	2	6	2	NA	NA	0.000343249	"2157"	AT2G05920
2:6:3	2	6	3	NA	NA	0.000286041	"180"	AT1G06950
2:6:4	2	6	4	NA	NA	0.000171625	"1703"	AT1G70330
2:6:5	2	6	5	NA	NA	0.000114417	"7180"	AT5G47780
2:6:6	2	6	6	NA	NA	0.000114416	"93"	AT1G04120
2:6:7	2	6	7	NA	NA	0.000114416	"2952"	AT2G36910
2:6:8	2	6	8	NA	NA	5.72084e-05	"3018"	AT2G38940
2:6:9	2	6	9	NA	NA	5.72082e-05	"910"	AT1G31330
2:6:10	2	6	10	NA	NA	5.72082e-05	"5745"	AT4G32390
2:7:1	2	7	1	NA	NA	0.000572082	"3935"	AT3G21690
2:7:2	2	7	2	NA	NA	0.000228833	"6936"	AT5G39840
2:7:3	2	7	3	NA	NA	0.000228832	"4916"	AT4G03390
2:7:4	2	7	4	NA	NA	0.000171625	"2825"	AT2G32810
2:7:5	2	7	5	NA	NA	0.000114416	"6484"	AT5G16840
2:7:6	2	7	6	NA	NA	0.000114416	"5304"	AT4G18030
2:7:7	2	7	7	NA	NA	0.000114416	"5988"	AT4G39840
2:7:8	2	7	8	NA	NA	5.72083e-05	"7070"	AT5G43850
2:7:9	2	7	9	NA	NA	5.72082e-05	"2806"	AT2G31840
2:7:10	2	7	10	NA	NA	5.72082e-05	"3838"	AT3G18490
2:8:1:1	2	8	1	1	NA	0.000343249	"173"	AT1G06520
2:8:1:2	2	8	1	2	NA	0.000114416	"5770"	AT4G33210
2:8:1:3	2	8	1	3	NA	5.72082e-05	"5742"	AT4G32300
2:8:1:4	2	8	1	4	NA	5.72082e-05	"5953"	AT4G38670
2:8:2:1	2	8	2	1	NA	0.000114417	"3903"	AT3G20740
2:8:2:2	2	8	2	2	NA	0.000114417	"5807"	AT4G34215
2:8:2:3	2	8	2	3	NA	0.000114416	"7356"	AT5G54180
2:8:2:4	2	8	2	4	NA	5.72082e-05	"124"	AT1G05055
2:8:3:1	2	8	3	1	NA	0.000114417	"4668"	AT3G58590
2:8:3:2	2	8	3	2	NA	5.72084e-05	"2687"	AT2G27420
2:8:4:1	2	8	4	1	NA	0.000114417	"4934"	AT4G04470
2:8:4:2	2	8	4	2	NA	5.72082e-05	"1146"	AT1G49630
2:9:1:1	2	9	1	1	NA	0.000286041	"1175"	AT1G50840
2:9:1:2	2	9	1	2	NA	0.000171625	"2437"	AT2G18960
2:9:1:3	2	9	1	3	NA	0.000114417	"6099"	AT5G04040
2:9:2:1	2	9	2	1	NA	0.000171625	"3379"	AT3G03710
2:9:2:2	2	9	2	2	NA	0.000114416	"6369"	AT5G13300
2:9:2:3	2	9	2	3	NA	0.000114416	"6844"	AT5G35980
2:9:3:1	2	9	3	1	NA	0.000171625	"1785"	AT1G73066
2:9:3:2	2	9	3	2	NA	5.72084e-05	"3521"	AT3G08910
2:9:3:3	2	9	3	3	NA	5.72082e-05	"5762"	AT4G32970
2:10:1:1	2	10	1	1	NA	0.000228833	"6138"	AT5G05598
2:10:1:2	2	10	1	2	NA	0.000114416	"1177"	AT1G50910
2:10:1:3	2	10	1	3	NA	5.72084e-05	"184"	AT1G07060
2:10:1:4	2	10	1	4	NA	5.72083e-05	"349"	AT1G11940
2:10:2:1	2	10	2	1	NA	0.000171625	"1007"	AT1G35320
2:10:2:2	2	10	2	2	NA	0.000114417	"1051"	AT1G43760
2:10:2:3	2	10	2	3	NA	5.72084e-05	"380"	AT1G12805
2:10:2:4	2	10	2	4	NA	5.72082e-05	"5455"	AT4G23360
2:11:1	2	11	1	NA	NA	0.000343249	"1119"	AT1G48650
2:11:2	2	11	2	NA	NA	0.000228833	"986"	AT1G34320
2:11:3	2	11	3	NA	NA	5.72085e-05	"415"	AT1G13940
2:11:4	2	11	4	NA	NA	5.72082e-05	"3576"	AT3G10690
2:11:5	2	11	5	NA	NA	5.72082e-05	"4797"	AT3G63340
2:11:6	2	11	6	NA	NA	5.72081e-05	"1097"	AT1G48110
2:12:1	2	12	1	NA	NA	0.000286041	"5204"	AT4G15080
2:12:2	2	12	2	NA	NA	0.000114417	"2688"	AT2G27430
2:12:3	2	12	3	NA	NA	0.000114416	"7656"	AT5G63980
2:12:4	2	12	4	NA	NA	5.72083e-05	"237"	AT1G08660
2:12:5	2	12	5	NA	NA	5.72083e-05	"6488"	AT5G16980
2:12:6	2	12	6	NA	NA	5.72082e-05	"358"	AT1G12170
2:12:7	2	12	7	NA	NA	5.72081e-05	"4371"	AT3G48800
2:13:1	2	13	1	NA	NA	0.000171624	"7620"	AT5G62780
2:13:2	2	13	2	NA	NA	0.000114417	"6469"	AT5G16410
2:13:3	2	13	3	NA	NA	0.000114416	"4347"	AT3G48140
2:13:4	2	13	4	NA	NA	0.000114416	"5309"	AT4G18170
2:13:5	2	13	5	NA	NA	0.000114416	"3118"	AT2G42140
2:13:6	2	13	6	NA	NA	5.72082e-05	"3757"	AT3G15740
2:14:1	2	14	1	NA	NA	0.000171625	"3417"	AT3G04855
2:14:2	2	14	2	NA	NA	0.000171625	"2981"	AT2G37640
2:14:3	2	14	3	NA	NA	0.000114417	"5222"	AT4G15560
2:14:4	2	14	4	NA	NA	0.000114416	"6913"	AT5G39040
2:14:5	2	14	5	NA	NA	5.72084e-05	"77"	AT1G03545
2:15:1	2	15	1	NA	NA	0.000171625	"6425"	AT5G15240
2:15:2	2	15	2	NA	NA	0.000171625	"3645"	AT3G12520
2:15:3	2	15	3	NA	NA	0.000114416	"1886"	AT1G76520
2:15:4	2	15	4	NA	NA	5.72084e-05	"4081"	AT3G26240
2:15:5	2	15	5	NA	NA	5.72083e-05	"1277"	AT1G54370
2:15:6	2	15	6	NA	NA	5.72082e-05	"3062"	AT2G40540
2:16:1	2	16	1	NA	NA	0.000171625	"5914"	AT4G37260
2:16:2	2	16	2	NA	NA	0.000171624	"6960"	AT5G40590
2:16:3	2	16	3	NA	NA	0.000114417	"5353"	AT4G19510
2:16:4	2	16	4	NA	NA	5.72084e-05	"648"	AT1G21990
2:16:5	2	16	5	NA	NA	5.72083e-05	"185"	AT1G07090
2:16:6	2	16	6	NA	NA	5.72082e-05	"332"	AT1G11380
2:17:1	2	17	1	NA	NA	0.000286041	"7019"	AT5G42390
2:17:2	2	17	2	NA	NA	0.000114416	"6870"	AT5G37510
2:17:3	2	17	3	NA	NA	0.000114416	"3668"	AT3G13080
2:17:4	2	17	4	NA	NA	5.72083e-05	"3309"	AT3G01319
2:17:5	2	17	5	NA	NA	5.72081e-05	"6293"	AT5G10490
2:18:1	2	18	1	NA	NA	0.000171624	"4533"	AT3G53900
2:18:2	2	18	2	NA	NA	0.000114416	"865"	AT1G29980
2:18:3	2	18	3	NA	NA	0.000114416	"6608"	AT5G21150
2:18:4	2	18	4	NA	NA	0.000114416	"114"	AT1G04780
2:18:5	2	18	5	NA	NA	5.72082e-05	"812"	AT1G28070
2:18:6	2	18	6	NA	NA	5.72081e-05	"5976"	AT4G39404
2:19:1	2	19	1	NA	NA	0.000171625	"2042"	AT2G01270
2:19:2	2	19	2	NA	NA	0.000171624	"2053"	AT2G01720
2:19:3	2	19	3	NA	NA	0.000114417	"7079"	AT5G44130
2:19:4	2	19	4	NA	NA	5.72085e-05	"3536"	AT3G09480
2:19:5	2	19	5	NA	NA	5.72081e-05	"509"	AT1G16900
2:20:1	2	20	1	NA	NA	0.000457666	"5105"	AT4G12650
2:20:2	2	20	2	NA	NA	5.72082e-05	"666"	AT1G22540
2:20:3	2	20	3	NA	NA	5.72081e-05	"6977"	AT5G41109
2:21:1	2	21	1	NA	NA	0.000228833	"3393"	AT3G04090
2:21:2	2	21	2	NA	NA	0.000171625	"1732"	AT1G71140
2:21:3	2	21	3	NA	NA	5.72082e-05	"4973"	AT4G07390
2:21:4	2	21	4	NA	NA	5.72082e-05	"2067"	AT2G02040
2:22:1	2	22	1	NA	NA	0.000114417	"4585"	AT3G55590
2:22:2	2	22	2	NA	NA	0.000114416	"170"	AT1G06400
2:22:3	2	22	3	NA	NA	0.000114416	"6696"	AT5G25100
2:22:4	2	22	4	NA	NA	0.000114416	"2405"	AT2G17900
2:22:5	2	22	5	NA	NA	5.72082e-05	"2718"	AT2G28600
2:23:1	2	23	1	NA	NA	0.000171625	"2298"	AT2G13690
2:23:2	2	23	2	NA	NA	0.000114416	"667"	AT1G22570
2:23:3	2	23	3	NA	NA	0.000114416	"1387"	AT1G59780
2:23:4	2	23	4	NA	NA	5.72082e-05	"3620"	AT3G11720
2:23:5	2	23	5	NA	NA	5.7208e-05	"1941"	AT1G78300
2:24:1	2	24	1	NA	NA	0.000286041	"4519"	AT3G53520
2:24:2	2	24	2	NA	NA	5.72084e-05	"2646"	AT2G25990
2:24:3	2	24	3	NA	NA	5.72081e-05	"2364"	AT2G16500
2:24:4	2	24	4	NA	NA	5.72081e-05	"2944"	AT2G36830
2:25:1	2	25	1	NA	NA	0.000343249	"2056"	AT2G01820
2:25:2	2	25	2	NA	NA	5.72081e-05	"820"	AT1G28340
2:26:1	2	26	1	NA	NA	0.000286041	"5482"	AT4G24560
2:26:2	2	26	2	NA	NA	5.72084e-05	"5164"	AT4G14190
2:26:3	2	26	3	NA	NA	5.72081e-05	"5198"	AT4G14970
2:27:1	2	27	1	NA	NA	0.000228833	"5135"	AT4G13505
2:27:2	2	27	2	NA	NA	5.72081e-05	"7569"	AT5G61240
2:28:1	2	28	1	NA	NA	0.000114416	"3362"	AT3G02880
2:28:2	2	28	2	NA	NA	0.000114416	"3369"	AT3G03210
2:28:3	2	28	3	NA	NA	5.72083e-05	"7228"	AT5G49640
2:29:1	2	29	1	NA	NA	0.000114416	"6449"	AT5G15840
2:29:2	2	29	2	NA	NA	0.000114416	"5865"	AT4G35640
2:29:3	2	29	3	NA	NA	5.72083e-05	"583"	AT1G19610
2:30:1	2	30	1	NA	NA	0.000114417	"1694"	AT1G70160
2:30:2	2	30	2	NA	NA	5.72085e-05	"99"	AT1G04300
2:31:1	2	31	1	NA	NA	0.000114417	"3231"	AT2G45610
2:31:2	2	31	2	NA	NA	5.72083e-05	"2082"	AT2G02730
2:32:1	2	32	1	NA	NA	0.000114416	"6791"	AT5G28919
2:32:2	2	32	2	NA	NA	5.72083e-05	"2019"	AT1G80490
2:33:1	2	33	1	NA	NA	0.000114416	"7534"	AT5G60300
2:33:2	2	33	2	NA	NA	5.72083e-05	"3274"	AT2G47275
2:34:1	2	34	1	NA	NA	0.000114416	"5181"	AT4G14500
2:34:2	2	34	2	NA	NA	5.72083e-05	"5106"	AT4G12680
2:35:1	2	35	1	NA	NA	0.000114417	"5721"	AT4G31720
2:35:2	2	35	2	NA	NA	5.72082e-05	"6429"	AT5G15320
2:36:1	2	36	1	NA	NA	0.000114417	"7290"	AT5G51950
2:36:2	2	36	2	NA	NA	5.72081e-05	"92"	AT1G04110
2:37:1	2	37	1	NA	NA	0.000114416	"775"	AT1G26760
2:37:2	2	37	2	NA	NA	5.72082e-05	"6128"	AT5G05180
2:38:1	2	38	1	NA	NA	0.000114416	"3284"	AT2G47800
2:38:2	2	38	2	NA	NA	5.72082e-05	"5025"	AT4G09795
2:39:1	2	39	1	NA	NA	0.000114416	"6730"	AT5G26740
2:39:2	2	39	2	NA	NA	5.72081e-05	"602"	AT1G20330
2:40:1	2	40	1	NA	NA	0.000114416	"7094"	AT5G44700
2:40:2	2	40	2	NA	NA	5.72081e-05	"5690"	AT4G30560
3:1:1:1	3	1	1	1	NA	0.00160183	"2644"	AT2G25890
3:1:1:2	3	1	1	2	NA	0.00125858	"5584"	AT4G27160
3:1:1:3	3	1	1	3	NA	0.00125858	"2144"	AT2G05580
3:1:1:4	3	1	1	4	NA	0.00120137	"953"	AT1G32560
3:1:1:5	3	1	1	5	NA	0.00102975	"108"	AT1G04560
3:1:1:6	3	1	1	6	NA	0.00102975	"3739"	AT3G15280
3:1:1:7	3	1	1	7	NA	0.00102975	"3053"	AT2G40170
3:1:1:8	3	1	1	8	NA	0.000972541	"448"	AT1G14940
3:1:1:9	3	1	1	9	NA	0.00097254	"7609"	AT5G62490
3:1:1:10	3	1	1	10	NA	0.000858124	"1638"	AT1G68250
3:1:1:11	3	1	1	11	NA	0.000743708	"2317"	AT2G15010
3:1:1:12	3	1	1	12	NA	0.000629291	"2515"	AT2G21490
3:1:1:13	3	1	1	13	NA	0.000572082	"4140"	AT3G27660
3:1:1:14	3	1	1	14	NA	0.000457666	"2842"	AT2G33520
3:1:1:15	3	1	1	15	NA	0.000457666	"5583"	AT4G27140
3:1:1:16	3	1	1	16	NA	0.000457666	"7750"	AT5G66780
3:1:1:17	3	1	1	17	NA	0.000457665	"2466"	AT2G19900
3:1:1:18	3	1	1	18	NA	0.00034325	"7389"	AT5G55240
3:1:1:19	3	1	1	19	NA	0.000343249	"3962"	AT3G22490
3:1:1:20	3	1	1	20	NA	0.000286041	"854"	AT1G29680
3:1:1:21	3	1	1	21	NA	0.000286041	"7384"	AT5G55135
3:1:1:22	3	1	1	22	NA	0.000286041	"5585"	AT4G27170
3:1:1:23	3	1	1	23	NA	0.000286041	"2713"	AT2G28420
3:1:1:24	3	1	1	24	NA	0.000228833	"2071"	AT2G02120
3:1:1:25	3	1	1	25	NA	0.000228833	"3283"	AT2G47770
3:1:1:26	3	1	1	26	NA	0.000228833	"6012"	AT5G01300
3:1:1:27	3	1	1	27	NA	0.000228832	"1868"	AT1G75830
3:1:1:28	3	1	1	28	NA	0.000171625	"3927"	AT3G21380
3:1:1:29	3	1	1	29	NA	0.000114417	"7370"	AT5G54740
3:1:1:30	3	1	1	30	NA	5.72084e-05	"4502"	AT3G53040
3:1:1:31	3	1	1	31	NA	5.72083e-05	"7016"	AT5G42290
3:1:1:32	3	1	1	32	NA	5.72082e-05	"5068"	AT4G11310
3:1:1:33	3	1	1	33	NA	5.72082e-05	"987"	AT1G34350
3:1:1:34	3	1	1	34	NA	5.72082e-05	"3591"	AT3G10930
3:1:1:35	3	1	1	35	NA	5.72082e-05	"4829"	AT4G00893
3:1:1:36	3	1	1	36	NA	5.72081e-05	"5885"	AT4G36350
3:1:2:1	3	1	2	1	NA	0.000400458	"3273"	AT2G47180
3:1:2:2	3	1	2	2	NA	0.000400457	"5245"	AT4G16160
3:1:2:3	3	1	2	3	NA	0.000286041	"4287"	AT3G46230
3:1:2:4	3	1	2	4	NA	0.000171625	"6188"	AT5G07190
3:1:2:5	3	1	2	5	NA	0.000171625	"5569"	AT4G26790
3:1:2:6	3	1	2	6	NA	0.000114417	"7459"	AT5G57790
3:1:2:7	3	1	2	7	NA	5.72083e-05	"5504"	AT4G25140
3:1:2:8	3	1	2	8	NA	5.72081e-05	"1937"	AT1G78060
3:1:2:9	3	1	2	9	NA	5.72081e-05	"3140"	AT2G42810
3:1:2:10	3	1	2	10	NA	5.72081e-05	"4608"	AT3G56350
3:1:2:11	3	1	2	11	NA	5.72081e-05	"7345"	AT5G53895
3:1:3:1	3	1	3	1	NA	0.000457666	"1098"	AT1G48130
3:1:3:2	3	1	3	2	NA	0.000228833	"7126"	AT5G45690
3:1:3:3	3	1	3	3	NA	0.000114417	"3755"	AT3G15670
3:1:3:4	3	1	3	4	NA	0.000114416	"6174"	AT5G06760
3:1:3:5	3	1	3	5	NA	0.000114416	"3963"	AT3G22500
3:1:3:6	3	1	3	6	NA	0.000114416	"4438"	AT3G50980
